Algorithm,Time Ran,Profit,Optional Profit,Tasks Scheduled,Required Tasks Scheduled,Optional Tasks Scheduled,Waiting Time,Working Time,Distance Traveled,Test Name,Available Tasks,Days,Average Duration of Tasks,Average Time Windows Per Task,Average Length of Time Windows,Available Release Tasks,VNS Incumbent Profit,intProg Optimal
IP,305.51113390922546,5429.0,221.0,48,8,40,116.99999999999545,2687.0,1297,test_baseline_8.csv,64,3,63.046875,3.125,204,0,,False
GBOOBD,0.05706000328063965,5517.0,309.0,58,8,50,1019.0,3571.0,1729,test_fiveDay_8.csv,64,5,63.5,4.40625,218,0,,
GBOFRT,0.009046077728271484,5528.0,320.0,57,8,49,1269.0,3490.0,1522,test_fiveDay_8.csv,64,5,63.5,4.40625,218,0,,
GBOPOA,0.009100914001464844,5531.0,323.0,56,8,48,1075.0,3362.0,1452,test_fiveDay_8.csv,64,5,63.5,4.40625,218,0,,
GBOOBP,0.009293079376220703,5528.0,320.0,57,8,49,1269.0,3490.0,1522,test_fiveDay_8.csv,64,5,63.5,4.40625,218,0,,
GPC,0.1543269157409668,4210.0,304.0,56,6,50,985.0,3560.0,1405,test_fiveDay_8.csv,64,5,63.5,4.40625,218,0,,
Pulse,300.1066930294037,5527.0,319.0,59,8,51,1039.0,3758.0,1540,test_fiveDay_8.csv,64,5,63.5,4.40625,218,0,,
VNS,302.3614602088928,5536.0,328.0,60,8,52,454.0,3730.0,1539,test_fiveDay_8.csv,64,5,63.5,4.40625,218,0,5531.0,
TRI,300.0064151287079,5539.0,331.0,62,8,54,1037.0,3894.0,1599,test_fiveDay_8.csv,64,5,63.5,4.40625,218,0,,
IP,309.1247868537903,5532.0,324.0,57,8,49,1156.0000000000014,3468.0,1546,test_fiveDay_8.csv,64,5,63.5,4.40625,218,0,,False
GBOOBD,0.06456184387207031,4603.0,46.0,16,7,9,108.0,647.0,554,test_oneDay_8.csv,64,1,61.34375,1.578125,217,0,,
GBOFRT,0.00707697868347168,4626.0,69.0,16,7,9,144.0,800.0,400,test_oneDay_8.csv,64,1,61.34375,1.578125,217,0,,
GBOPOA,0.007052183151245117,3990.0,84.0,17,6,11,107.0,835.0,391,test_oneDay_8.csv,64,1,61.34375,1.578125,217,0,,
GBOOBP,0.00710606575012207,4626.0,69.0,16,7,9,144.0,800.0,400,test_oneDay_8.csv,64,1,61.34375,1.578125,217,0,,
GPC,0.0563199520111084,742.0,91.0,16,1,15,47.0,884.0,404,test_oneDay_8.csv,64,1,61.34375,1.578125,217,0,,
Pulse,300.1668930053711,3963.0,57.0,14,6,8,78.0,796.0,469,test_oneDay_8.csv,64,1,61.34375,1.578125,217,0,,
VNS,303.90796184539795,4637.0,80.0,18,7,11,0.0,886.0,487,test_oneDay_8.csv,64,1,61.34375,1.578125,217,0,4626.0,
TRI,300.0047471523285,3982.0,76.0,19,6,13,124.0,828.0,354,test_oneDay_8.csv,64,1,61.34375,1.578125,217,0,,
IP,302.03320598602295,2060.0,107.0,20,3,17,11.000000000001393,786.0,532,test_oneDay_8.csv,64,1,61.34375,1.578125,217,0,,False
GBOOBD,0.062417030334472656,53921.0,1913.0,46,8,38,533.0,2279.0,1245,test_oneHundredPriority_8.csv,64,3,61.40625,2.84375,212,0,,
GBOFRT,0.00855708122253418,54052.0,2044.0,39,8,31,610.0,2137.0,1100,test_oneHundredPriority_8.csv,64,3,61.40625,2.84375,212,0,,
GBOPOA,0.008572816848754883,54215.0,2207.0,44,8,36,329.0,2429.0,1173,test_oneHundredPriority_8.csv,64,3,61.40625,2.84375,212,0,,
GBOOBP,0.008638143539428711,54052.0,2044.0,39,8,31,610.0,2137.0,1100,test_oneHundredPriority_8.csv,64,3,61.40625,2.84375,212,0,,
GPC,0.11957502365112305,34386.0,1881.0,42,5,37,696.0,2074.0,1162,test_oneHundredPriority_8.csv,64,3,61.40625,2.84375,212,0,,
Pulse,300.1384189128876,46967.0,1460.0,36,7,29,1019.0,1916.0,936,test_oneHundredPriority_8.csv,64,3,61.40625,2.84375,212,0,,
VNS,301.5323359966278,54404.0,2396.0,49,8,41,48.0,2644.0,1318,test_oneHundredPriority_8.csv,64,3,61.40625,2.84375,212,0,54215.0,
TRI,300.0054199695587,54101.0,2093.0,45,8,37,376.0,2498.0,1072,test_oneHundredPriority_8.csv,64,3,61.40625,2.84375,212,0,,
IP,305.5416488647461,54454.0,2446.0,49,8,41,229.99999999999818,2613.0,1157,test_oneHundredPriority_8.csv,64,3,61.40625,2.84375,212,0,,False
GBOOBD,0.06267404556274414,5375.0,167.0,38,8,30,407.0,1956.0,1480,test_oneHundredTwentyLocation_8.csv,64,3,57.90625,3.5,204,0,,
GBOFRT,0.008888959884643555,5403.0,195.0,34,8,26,401.0,2025.0,1565,test_oneHundredTwentyLocation_8.csv,64,3,57.90625,3.5,204,0,,
GBOPOA,0.008854866027832031,5382.0,174.0,33,8,25,650.0,1794.0,1485,test_oneHundredTwentyLocation_8.csv,64,3,57.90625,3.5,204,0,,
GBOOBP,0.008862972259521484,5403.0,195.0,34,8,26,401.0,2025.0,1565,test_oneHundredTwentyLocation_8.csv,64,3,57.90625,3.5,204,0,,
GPC,0.09614706039428711,2775.0,171.0,33,4,29,437.0,1941.0,1584,test_oneHundredTwentyLocation_8.csv,64,3,57.90625,3.5,204,0,,
Pulse,300.1005508899689,2084.0,131.0,23,3,20,1074.0,1397.0,1159,test_oneHundredTwentyLocation_8.csv,64,3,57.90625,3.5,204,0,,
VNS,302.284264087677,5424.0,216.0,38,8,30,5.0,2233.0,1693,test_oneHundredTwentyLocation_8.csv,64,3,57.90625,3.5,204,0,5403.0,
TRI,300.0081808567047,5395.0,187.0,38,8,30,628.0,1948.0,1405,test_oneHundredTwentyLocation_8.csv,64,3,57.90625,3.5,204,0,,
IP,305.49184584617615,5442.0,234.0,42,8,34,139.99999999999818,2330.0,1709,test_oneHundredTwentyLocation_8.csv,64,3,57.90625,3.5,204,0,,False
GBOOBD,0.027724027633666992,563.0,35.0,43,8,35,643.0,2219.0,1117,test_onePriority_8.csv,64,3,61.59375,2.84375,218,0,,
GBOFRT,0.008725881576538086,563.0,35.0,43,8,35,643.0,2219.0,1117,test_onePriority_8.csv,64,3,61.59375,2.84375,218,0,,
GBOPOA,0.007497072219848633,562.0,34.0,42,8,34,667.0,2300.0,1113,test_onePriority_8.csv,64,3,61.59375,2.84375,218,0,,
GBOOBP,0.00904989242553711,563.0,35.0,43,8,35,643.0,2219.0,1117,test_onePriority_8.csv,64,3,61.59375,2.84375,218,0,,
GPC,0.11914300918579102,498.0,36.0,43,7,36,502.0,2479.0,1061,test_onePriority_8.csv,64,3,61.59375,2.84375,218,0,,
Pulse,300.1351339817047,497.0,35.0,42,7,35,423.0,2196.0,1305,test_onePriority_8.csv,64,3,61.59375,2.84375,218,0,,
VNS,302.3984830379486,566.0,38.0,46,8,38,271.0,2386.0,1161,test_onePriority_8.csv,64,3,61.59375,2.84375,218,0,563.0,
TRI,300.0025610923767,566.0,38.0,46,8,38,425.0,2411.0,1126,test_onePriority_8.csv,64,3,61.59375,2.84375,218,0,,
IP,305.51140213012695,567.0,39.0,47,8,39,97.00000000000182,2469.0,1399,test_onePriority_8.csv,64,3,61.59375,2.84375,218,0,,False
GBOOBD,0.07099604606628418,20829.0,173.0,47,16,31,343.0,2650.0,1080,test_oneTwentyEightTask_8.csv,128,3,64.21875,3.0390625,212,0,,
GBOFRT,0.024199962615966797,20911.0,255.0,49,16,33,502.0,2475.0,1168,test_oneTwentyEightTask_8.csv,128,3,64.21875,3.0390625,212,0,,
GBOPOA,0.02457404136657715,20896.0,240.0,51,16,35,286.0,2593.0,1253,test_oneTwentyEightTask_8.csv,128,3,64.21875,3.0390625,212,0,,
GBOOBP,0.024541139602661133,20911.0,255.0,49,16,33,502.0,2475.0,1168,test_oneTwentyEightTask_8.csv,128,3,64.21875,3.0390625,212,0,,
GPC,0.44450902938842773,5423.0,259.0,48,4,44,413.0,2524.0,1160,test_oneTwentyEightTask_8.csv,128,3,64.21875,3.0390625,212,0,,
Pulse,300.1686201095581,10518.0,190.0,43,8,35,240.0,2775.0,1111,test_oneTwentyEightTask_8.csv,128,3,64.21875,3.0390625,212,0,,
VNS,302.6574900150299,20925.0,269.0,52,16,36,71.0,2653.0,1255,test_oneTwentyEightTask_8.csv,128,3,64.21875,3.0390625,212,0,20911.0,
TRI,301.472687959671,17010.0,227.0,49,13,36,331.0,2396.0,1327,test_oneTwentyEightTask_8.csv,128,3,64.21875,3.0390625,212,0,,
IP,328.98459005355835,10518.0,190.0,37,8,29,804.9999999999991,2229.0,985,test_oneTwentyEightTask_8.csv,128,3,64.21875,3.0390625,212,0,,False
GBOOBD,0.054618120193481445,5403.0,195.0,43,8,35,306.0,2441.0,1056,test_oneWindow_8.csv,64,3,65.15625,1.890625,221,0,,
GBOFRT,0.00752711296081543,5416.0,208.0,37,8,29,748.0,1913.0,828,test_oneWindow_8.csv,64,3,65.15625,1.890625,221,0,,
GBOPOA,0.007536888122558594,5397.0,189.0,36,8,28,606.0,1914.0,1014,test_oneWindow_8.csv,64,3,65.15625,1.890625,221,0,,
GBOOBP,0.007484912872314453,5416.0,208.0,37,8,29,748.0,1913.0,828,test_oneWindow_8.csv,64,3,65.15625,1.890625,221,0,,
GPC,0.10374093055725098,4097.0,191.0,36,6,30,824.0,1957.0,900,test_oneWindow_8.csv,64,3,65.15625,1.890625,221,0,,
Pulse,300.15635895729065,4763.0,206.0,38,7,31,670.0,2228.0,875,test_oneWindow_8.csv,64,3,65.15625,1.890625,221,0,,
VNS,302.0789029598236,5442.0,234.0,44,8,36,139.0,2423.0,974,test_oneWindow_8.csv,64,3,65.15625,1.890625,221,0,5416.0,
TRI,300.00599193573,5416.0,208.0,42,8,34,533.0,2223.0,1029,test_oneWindow_8.csv,64,3,65.15625,1.890625,221,0,,
IP,307.6267189979553,5459.0,251.0,46,8,38,146.00000000014802,2573.0,1102,test_oneWindow_8.csv,64,3,65.15625,1.890625,221,0,,False
GBOOBD,0.028204917907714844,5510.0,302.0,64,8,56,1912.0,4085.0,1922,test_sevenDay_8.csv,64,7,63.828125,6.46875,213,0,,
GBOFRT,0.00993204116821289,5505.0,297.0,60,8,52,2037.0,3713.0,1652,test_sevenDay_8.csv,64,7,63.828125,6.46875,213,0,,
GBOPOA,0.01002812385559082,5507.0,299.0,62,8,54,1570.0,3864.0,1749,test_sevenDay_8.csv,64,7,63.828125,6.46875,213,0,,
GBOOBP,0.009895086288452148,5505.0,297.0,60,8,52,2037.0,3713.0,1652,test_sevenDay_8.csv,64,7,63.828125,6.46875,213,0,,
GPC,0.15999197959899902,5496.0,288.0,61,8,53,2420.0,3836.0,1457,test_sevenDay_8.csv,64,7,63.828125,6.46875,213,0,,
Pulse,300.1001138687134,5510.0,302.0,64,8,56,1841.0,4085.0,1569,test_sevenDay_8.csv,64,7,63.828125,6.46875,213,0,,
VNS,303.0750699043274,5510.0,302.0,64,8,56,1208.0,4085.0,1922,test_sevenDay_8.csv,64,7,63.828125,6.46875,213,0,5510.0,
TRI,300.00915813446045,5510.0,302.0,64,8,56,1513.0,4085.0,1851,test_sevenDay_8.csv,64,7,63.828125,6.46875,213,0,,
IP,316.36883306503296,5509.0,301.0,63,8,55,2767.000000000008,4009.0,1703,test_sevenDay_8.csv,64,7,63.828125,6.46875,213,0,,False
GBOOBD,0.02534794807434082,4757.0,200.0,43,7,36,375.0,2181.0,1235,test_sixteenDependencies_8.csv,64,3,60.609375,3.0,203,16,,
GBOFRT,0.007954120635986328,5411.0,203.0,41,8,33,469.0,2296.0,1222,test_sixteenDependencies_8.csv,64,3,60.609375,3.0,203,16,,
GBOPOA,0.0067789554595947266,4753.0,196.0,43,7,36,546.0,2219.0,1054,test_sixteenDependencies_8.csv,64,3,60.609375,3.0,203,16,,
GBOOBP,0.006886005401611328,4745.0,188.0,41,7,34,379.0,2119.0,1096,test_sixteenDependencies_8.csv,64,3,60.609375,3.0,203,16,,
GPC,0.09567689895629883,3452.0,197.0,41,5,36,443.0,2288.0,1117,test_sixteenDependencies_8.csv,64,3,60.609375,3.0,203,16,,
Pulse,300.1400179862976,1449.0,147.0,27,2,25,769.0,1351.0,724,test_sixteenDependencies_8.csv,64,3,60.609375,3.0,203,16,,
VNS,304.71763610839844,4781.0,224.0,48,7,41,116.0,2448.0,1330,test_sixteenDependencies_8.csv,64,3,60.609375,3.0,203,16,4757.0,
TRI,300.0061068534851,5406.0,198.0,43,8,35,632.0,2218.0,1107,test_sixteenDependencies_8.csv,64,3,60.609375,3.0,203,16,,
IP,305.5219900608063,5445.0,237.0,49,8,41,136.0,2641.0,1298,test_sixteenDependencies_8.csv,64,3,60.609375,3.0,203,16,,False
GBOOBD,0.02314305305480957,10573.0,157.0,45,16,29,516.0,2341.0,1103,test_sixteenRequired_8.csv,64,3,60.46875,2.96875,211,0,,
GBOFRT,0.009119033813476562,10606.0,190.0,44,16,28,644.0,2248.0,1097,test_sixteenRequired_8.csv,64,3,60.46875,2.96875,211,0,,
GBOPOA,0.008906126022338867,10595.0,179.0,42,16,26,598.0,2248.0,1114,test_sixteenRequired_8.csv,64,3,60.46875,2.96875,211,0,,
GBOOBP,0.009093046188354492,10606.0,190.0,44,16,28,644.0,2248.0,1097,test_sixteenRequired_8.csv,64,3,60.46875,2.96875,211,0,,
GPC,0.12064290046691895,5382.0,174.0,40,8,32,484.0,2306.0,1142,test_sixteenRequired_8.csv,64,3,60.46875,2.96875,211,0,,
Pulse,300.0921070575714,6672.0,162.0,41,10,31,481.0,2317.0,1217,test_sixteenRequired_8.csv,64,3,60.46875,2.96875,211,0,,
VNS,302.40376591682434,10622.0,206.0,49,16,33,176.0,2596.0,1138,test_sixteenRequired_8.csv,64,3,60.46875,2.96875,211,0,10606.0,
TRI,300.0070278644562,10553.0,137.0,42,16,26,473.0,2353.0,1043,test_sixteenRequired_8.csv,64,3,60.46875,2.96875,211,0,,
IP,305.60908007621765,10618.0,202.0,47,16,31,264.0000000000019,2439.0,1248,test_sixteenRequired_8.csv,64,3,60.46875,2.96875,211,0,,False
GBOOBD,0.024591922760009766,408.0,66.0,16,2,14,1196.0,1109.0,301,test_sixteenTask_8.csv,16,3,69.3125,3.125,210,0,,
GBOFRT,0.0011358261108398438,408.0,66.0,16,2,14,1028.0,1109.0,335,test_sixteenTask_8.csv,16,3,69.3125,3.125,210,0,,
GBOPOA,0.0011548995971679688,408.0,66.0,16,2,14,579.0,1109.0,290,test_sixteenTask_8.csv,16,3,69.3125,3.125,210,0,,
GBOOBP,0.0011250972747802734,408.0,66.0,16,2,14,1028.0,1109.0,335,test_sixteenTask_8.csv,16,3,69.3125,3.125,210,0,,
GPC,0.003997087478637695,408.0,66.0,16,2,14,1421.0,1109.0,386,test_sixteenTask_8.csv,16,3,69.3125,3.125,210,0,,
Pulse,3.9124109745025635,401.0,59.0,15,2,13,1120.0,1007.0,377,test_sixteenTask_8.csv,16,3,69.3125,3.125,210,0,,
VNS,301.9123330116272,408.0,66.0,16,2,14,936.0,1109.0,335,test_sixteenTask_8.csv,16,3,69.3125,3.125,210,0,408.0,
TRI,300.00080609321594,408.0,66.0,16,2,14,1119.0,1109.0,386,test_sixteenTask_8.csv,16,3,69.3125,3.125,210,0,,
IP,0.46407294273376465,408.0,66.0,16,2,14,1163.9999999999993,1109.0,392,test_sixteenTask_8.csv,16,3,69.3125,3.125,210,0,,True
GBOOBD,0.021485090255737305,5515.0,307.0,59,8,51,481.0,1529.0,1954,test_sixtyDuration_8.csv,64,3,27.46875,2.8125,197,0,,
GBOFRT,0.007966041564941406,5510.0,302.0,53,8,45,860.0,1369.0,1503,test_sixtyDuration_8.csv,64,3,27.46875,2.8125,197,0,,
GBOPOA,0.008094072341918945,5524.0,316.0,57,8,49,834.0,1487.0,1669,test_sixtyDuration_8.csv,64,3,27.46875,2.8125,197,0,,
GBOOBP,0.007945060729980469,5510.0,302.0,53,8,45,860.0,1369.0,1503,test_sixtyDuration_8.csv,64,3,27.46875,2.8125,197,0,,
GPC,0.1438441276550293,4214.0,308.0,56,6,50,876.0,1522.0,1590,test_sixtyDuration_8.csv,64,3,27.46875,2.8125,197,0,,
Pulse,300.19344186782837,4200.0,294.0,53,6,47,1008.0,1431.0,1576,test_sixtyDuration_8.csv,64,3,27.46875,2.8125,197,0,,
VNS,305.7578549385071,5536.0,328.0,60,8,52,427.0,1623.0,1702,test_sixtyDuration_8.csv,64,3,27.46875,2.8125,197,0,5524.0,
TRI,300.0028200149536,5537.0,329.0,62,8,54,584.0,1686.0,1779,test_sixtyDuration_8.csv,64,3,27.46875,2.8125,197,0,,
IP,307.4677588939667,5549.0,341.0,63,8,55,607.0000000000032,1708.0,1834,test_sixtyDuration_8.csv,64,3,27.46875,2.8125,197,0,,False
GBOOBD,0.025156021118164062,5413.0,205.0,49,8,41,246.0,2472.0,1235,test_sixtyFourConsistent_8.csv,64,3,58.0625,4.453125,223,0,,
GBOFRT,0.010424137115478516,5454.0,246.0,46,8,38,385.0,2373.0,1204,test_sixtyFourConsistent_8.csv,64,3,58.0625,4.453125,223,0,,
GBOPOA,0.009838104248046875,5448.0,240.0,46,8,38,271.0,2409.0,1238,test_sixtyFourConsistent_8.csv,64,3,58.0625,4.453125,223,0,,
GBOOBP,0.01025700569152832,5454.0,246.0,46,8,38,385.0,2373.0,1204,test_sixtyFourConsistent_8.csv,64,3,58.0625,4.453125,223,0,,
GPC,0.1347060203552246,3449.0,194.0,43,5,38,306.0,2368.0,1128,test_sixtyFourConsistent_8.csv,64,3,58.0625,4.453125,223,0,,
Pulse,75.2551200389862,0,0,0,0,0,0,0,0,test_sixtyFourConsistent_8.csv,64,3,58.0625,4.453125,223,0,,
VNS,302.6183190345764,5459.0,251.0,49,8,41,216.0,2442.0,1246,test_sixtyFourConsistent_8.csv,64,3,58.0625,4.453125,223,0,5454.0,
TRI,300.00560998916626,5437.0,229.0,49,8,41,266.0,2544.0,1126,test_sixtyFourConsistent_8.csv,64,3,58.0625,4.453125,223,0,,
IP,306.59791803359985,5450.0,242.0,48,8,40,335.9999999999962,2452.0,1314,test_sixtyFourConsistent_8.csv,64,3,58.0625,4.453125,223,0,,False
GBOOBD,0.029344797134399414,5433.0,225.0,49,8,41,433.0,2787.0,676,test_thirtyLocation_8.csv,64,3,63.015625,2.953125,210,0,,
GBOFRT,0.00800180435180664,5461.0,253.0,48,8,40,386.0,2836.0,647,test_thirtyLocation_8.csv,64,3,63.015625,2.953125,210,0,,
GBOPOA,0.007873773574829102,5463.0,255.0,50,8,42,474.0,2833.0,646,test_thirtyLocation_8.csv,64,3,63.015625,2.953125,210,0,,
GBOOBP,0.007915973663330078,5461.0,253.0,48,8,40,386.0,2836.0,647,test_thirtyLocation_8.csv,64,3,63.015625,2.953125,210,0,,
GPC,0.13856911659240723,4121.0,215.0,47,6,41,444.0,2831.0,632,test_thirtyLocation_8.csv,64,3,63.015625,2.953125,210,0,,
Pulse,300.0896921157837,4797.0,240.0,48,7,41,427.0,2830.0,711,test_thirtyLocation_8.csv,64,3,63.015625,2.953125,210,0,,
VNS,301.69575810432434,5469.0,261.0,52,8,44,215.0,2920.0,697,test_thirtyLocation_8.csv,64,3,63.015625,2.953125,210,0,5463.0,
TRI,300.0035209655762,5460.0,252.0,51,8,43,355.0,2964.0,726,test_thirtyLocation_8.csv,64,3,63.015625,2.953125,210,0,,
IP,305.55079197883606,5479.0,271.0,54,8,46,79.00000000000442,3179.0,742,test_thirtyLocation_8.csv,64,3,63.015625,2.953125,210,0,,False
GBOOBD,0.04375195503234863,5422.0,214.0,45,8,37,273.0,2417.0,1259,test_thirtyTwoConsistent_8.csv,64,3,64.546875,3.859375,229,0,,
GBOFRT,0.009217023849487305,5445.0,237.0,41,8,33,363.0,2559.0,995,test_thirtyTwoConsistent_8.csv,64,3,64.546875,3.859375,229,0,,
GBOPOA,0.009448051452636719,5449.0,241.0,42,8,34,236.0,2690.0,1125,test_thirtyTwoConsistent_8.csv,64,3,64.546875,3.859375,229,0,,
GBOOBP,0.009552001953125,5445.0,237.0,41,8,33,363.0,2559.0,995,test_thirtyTwoConsistent_8.csv,64,3,64.546875,3.859375,229,0,,
GPC,0.12721991539001465,2827.0,223.0,43,4,39,312.0,2529.0,1208,test_thirtyTwoConsistent_8.csv,64,3,64.546875,3.859375,229,0,,
Pulse,300.1566879749298,4104.0,198.0,38,6,32,583.0,2141.0,1025,test_thirtyTwoConsistent_8.csv,64,3,64.546875,3.859375,229,0,,
VNS,303.15771889686584,5452.0,244.0,43,8,35,74.0,2726.0,1126,test_thirtyTwoConsistent_8.csv,64,3,64.546875,3.859375,229,0,5449.0,
TRI,300.0038890838623,5436.0,228.0,46,8,38,424.0,2667.0,984,test_thirtyTwoConsistent_8.csv,64,3,64.546875,3.859375,229,0,,
IP,305.5038630962372,5453.0,245.0,48,8,40,199.000000000004,2793.0,1108,test_thirtyTwoConsistent_8.csv,64,3,64.546875,3.859375,229,0,,False
GBOOBD,0.02954411506652832,833.0,182.0,35,1,34,943.0,1765.0,916,test_thirtyTwoDependencies_8.csv,64,3,56.265625,2.8125,203,32,,
GBOFRT,0.0064029693603515625,4068.0,162.0,35,6,29,701.0,2001.0,966,test_thirtyTwoDependencies_8.csv,64,3,56.265625,2.8125,203,32,,
GBOPOA,0.005438089370727539,853.0,202.0,36,1,35,563.0,2031.0,1020,test_thirtyTwoDependencies_8.csv,64,3,56.265625,2.8125,203,32,,
GBOOBP,0.005435943603515625,846.0,195.0,34,1,33,974.0,1855.0,1032,test_thirtyTwoDependencies_8.csv,64,3,56.265625,2.8125,203,32,,
GPC,0.07638120651245117,2155.0,202.0,38,3,35,846.0,1988.0,953,test_thirtyTwoDependencies_8.csv,64,3,56.265625,2.8125,203,32,,
Pulse,300.1033091545105,2782.0,178.0,35,4,31,596.0,1889.0,977,test_thirtyTwoDependencies_8.csv,64,3,56.265625,2.8125,203,32,,
VNS,301.95353507995605,2819.0,215.0,45,4,41,376.0,2305.0,1092,test_thirtyTwoDependencies_8.csv,64,3,56.265625,2.8125,203,32,2155.0,
TRI,300.0029799938202,4075.0,169.0,39,6,33,656.0,2143.0,996,test_thirtyTwoDependencies_8.csv,64,3,56.265625,2.8125,203,32,,
IP,305.61548113822937,3476.0,221.0,45,5,40,312.0000000000075,2476.0,1197,test_thirtyTwoDependencies_8.csv,64,3,56.265625,2.8125,203,32,,False
GBOOBD,0.040509939193725586,19589.0,59.0,39,30,9,445.0,2408.0,1103,test_thirtyTwoRequired_8.csv,64,3,65.0,2.984375,209,0,,
GBOFRT,0.010164022445678711,19623.0,93.0,41,30,11,310.0,2559.0,1070,test_thirtyTwoRequired_8.csv,64,3,65.0,2.984375,209,0,,
GBOPOA,0.008862018585205078,17676.0,99.0,41,27,14,581.0,2461.0,1008,test_thirtyTwoRequired_8.csv,64,3,65.0,2.984375,209,0,,
GBOOBP,0.010096073150634766,19623.0,93.0,41,30,11,310.0,2559.0,1070,test_thirtyTwoRequired_8.csv,64,3,65.0,2.984375,209,0,,
GPC,0.11418700218200684,12486.0,117.0,38,19,19,642.0,2311.0,993,test_thirtyTwoRequired_8.csv,64,3,65.0,2.984375,209,0,,
Pulse,300.11599707603455,15719.0,95.0,38,24,14,588.0,2262.0,1031,test_thirtyTwoRequired_8.csv,64,3,65.0,2.984375,209,0,,
VNS,302.4321451187134,19636.0,106.0,43,30,13,7.0,2657.0,1171,test_thirtyTwoRequired_8.csv,64,3,65.0,2.984375,209,0,19623.0,
TRI,300.0069909095764,17038.0,112.0,43,26,17,422.0,2535.0,1105,test_thirtyTwoRequired_8.csv,64,3,65.0,2.984375,209,0,,
IP,305.48718094825745,19647.0,117.0,46,30,16,107.99999999999184,2724.0,1170,test_thirtyTwoRequired_8.csv,64,3,65.0,2.984375,209,0,,False
GBOOBD,0.054113149642944336,1494.0,170.0,29,4,25,1265.0,1799.0,902,test_thirtyTwoTask_8.csv,32,3,63.65625,3.21875,211,0,,
GBOFRT,0.002763032913208008,1481.0,157.0,28,4,24,1144.0,1826.0,838,test_thirtyTwoTask_8.csv,32,3,63.65625,3.21875,211,0,,
GBOPOA,0.002808094024658203,1496.0,172.0,29,4,25,1342.0,1753.0,899,test_thirtyTwoTask_8.csv,32,3,63.65625,3.21875,211,0,,
GBOOBP,0.002750873565673828,1481.0,157.0,28,4,24,1144.0,1826.0,838,test_thirtyTwoTask_8.csv,32,3,63.65625,3.21875,211,0,,
GPC,0.0224149227142334,1477.0,153.0,27,4,23,1049.0,1777.0,903,test_thirtyTwoTask_8.csv,32,3,63.65625,3.21875,211,0,,
Pulse,300.092698097229,1502.0,178.0,31,4,27,889.0,1992.0,1018,test_thirtyTwoTask_8.csv,32,3,63.65625,3.21875,211,0,,
VNS,302.4591588973999,1498.0,174.0,30,4,26,1095.0,1872.0,902,test_thirtyTwoTask_8.csv,32,3,63.65625,3.21875,211,0,1496.0,
TRI,300.00232791900635,1509.0,185.0,32,4,28,878.0,2037.0,1079,test_thirtyTwoTask_8.csv,32,3,63.65625,3.21875,211,0,,
IP,60.670878171920776,1509.0,185.0,32,4,28,737.0,2037.0,1080,test_thirtyTwoTask_8.csv,32,3,63.65625,3.21875,211,0,,True
GBOOBD,0.018958091735839844,5275.0,67.0,22,8,14,479.0,2850.0,582,test_threeHundredSixtyDuration_8.csv,64,3,196.046875,3.171875,272,0,,
GBOFRT,0.00704503059387207,5300.0,92.0,23,8,15,470.0,3182.0,502,test_threeHundredSixtyDuration_8.csv,64,3,196.046875,3.171875,272,0,,
GBOPOA,0.0065250396728515625,5285.0,77.0,22,8,14,483.0,3115.0,444,test_threeHundredSixtyDuration_8.csv,64,3,196.046875,3.171875,272,0,,
GBOOBP,0.007421970367431641,5300.0,92.0,23,8,15,470.0,3182.0,502,test_threeHundredSixtyDuration_8.csv,64,3,196.046875,3.171875,272,0,,
GPC,0.04888916015625,1381.0,79.0,20,2,18,445.0,2870.0,580,test_threeHundredSixtyDuration_8.csv,64,3,196.046875,3.171875,272,0,,
Pulse,300.1279661655426,4631.0,74.0,21,7,14,185.0,3417.0,471,test_threeHundredSixtyDuration_8.csv,64,3,196.046875,3.171875,272,0,,
VNS,303.28624987602234,5304.0,96.0,24,8,16,280.0,3230.0,511,test_threeHundredSixtyDuration_8.csv,64,3,196.046875,3.171875,272,0,5300.0,
TRI,300.00605392456055,5290.0,82.0,24,8,16,329.0,2970.0,525,test_threeHundredSixtyDuration_8.csv,64,3,196.046875,3.171875,272,0,,
IP,305.4833619594574,4668.0,111.0,26,7,19,104.99999999999909,3274.0,693,test_threeHundredSixtyDuration_8.csv,64,3,196.046875,3.171875,272,0,,False
GBOOBD,0.05626392364501953,5439.0,231.0,46,8,38,283.0,2255.0,1302,test_threeWindow_8.csv,64,3,58.015625,4.09375,146,0,,
GBOFRT,0.009067058563232422,5446.0,238.0,40,8,32,503.0,2063.0,1187,test_threeWindow_8.csv,64,3,58.015625,4.09375,146,0,,
GBOPOA,0.009242057800292969,5440.0,232.0,41,8,33,717.0,2096.0,1150,test_threeWindow_8.csv,64,3,58.015625,4.09375,146,0,,
GBOOBP,0.009148836135864258,5446.0,238.0,40,8,32,503.0,2063.0,1187,test_threeWindow_8.csv,64,3,58.015625,4.09375,146,0,,
GPC,0.13704991340637207,4756.0,199.0,44,7,37,756.0,2135.0,1255,test_threeWindow_8.csv,64,3,58.015625,4.09375,146,0,,
Pulse,300.08944606781006,4082.0,176.0,36,6,30,930.0,1985.0,958,test_threeWindow_8.csv,64,3,58.015625,4.09375,146,0,,
VNS,303.900395154953,5464.0,256.0,47,8,39,131.0,2479.0,1309,test_threeWindow_8.csv,64,3,58.015625,4.09375,146,0,5446.0,
