Algorithm,Time Ran,Profit,Optional Profit,Tasks Scheduled,Required Tasks Scheduled,Optional Tasks Scheduled,Waiting Time,Working Time,Distance Traveled,Test Name,Available Tasks,Days,Average Duration of Tasks,Average Time Windows Per Task,Average Length of Time Windows,Available Release Tasks,VNS Incumbent Profit,intProg Optimal
GBOPOA,0.0012509822845458984,429.0,87.0,16,2,14,1263.0,870.0,498,test_sixteenTask_6.csv,16,3,54.375,3.5,216,0,,
GBOOBP,0.0012631416320800781,424.0,82.0,15,2,13,1259.0,802.0,403,test_sixteenTask_6.csv,16,3,54.375,3.5,216,0,,
GPC,0.004381895065307617,429.0,87.0,16,2,14,1373.0,870.0,397,test_sixteenTask_6.csv,16,3,54.375,3.5,216,0,,
Pulse,27.860119104385376,429.0,87.0,16,2,14,1062.0,870.0,458,test_sixteenTask_6.csv,16,3,54.375,3.5,216,0,,
VNS,302.2039270401001,429.0,87.0,16,2,14,480.0,870.0,498,test_sixteenTask_6.csv,16,3,54.375,3.5,216,0,429.0,
TRI,300.0009000301361,429.0,87.0,16,2,14,1196.0,870.0,454,test_sixteenTask_6.csv,16,3,54.375,3.5,216,0,,
IP,0.316115140914917,429.0,87.0,16,2,14,1787.9999999999936,870.0,337,test_sixteenTask_6.csv,16,3,54.375,3.5,216,0,,True
GBOOBD,0.042984962463378906,5492.0,284.0,59,8,51,664.0,1792.0,1465,test_sixtyDuration_6.csv,64,3,31.078125,2.90625,194,0,,
GBOFRT,0.008875131607055664,5476.0,268.0,53,8,45,621.0,1594.0,1416,test_sixtyDuration_6.csv,64,3,31.078125,2.90625,194,0,,
GBOPOA,0.008540868759155273,5494.0,286.0,56,8,48,621.0,1688.0,1434,test_sixtyDuration_6.csv,64,3,31.078125,2.90625,194,0,,
GBOOBP,0.008810997009277344,5476.0,268.0,53,8,45,621.0,1594.0,1416,test_sixtyDuration_6.csv,64,3,31.078125,2.90625,194,0,,
GPC,0.14780688285827637,4821.0,264.0,53,7,46,730.0,1588.0,1460,test_sixtyDuration_6.csv,64,3,31.078125,2.90625,194,0,,
Pulse,300.1650459766388,3455.0,200.0,38,5,33,1477.0,1141.0,876,test_sixtyDuration_6.csv,64,3,31.078125,2.90625,194,0,,
VNS,305.06299901008606,5498.0,290.0,59,8,51,383.0,1782.0,1449,test_sixtyDuration_6.csv,64,3,31.078125,2.90625,194,0,5494.0,
TRI,300.0055890083313,5503.0,295.0,60,8,52,536.0,1831.0,1723,test_sixtyDuration_6.csv,64,3,31.078125,2.90625,194,0,,
IP,305.4700379371643,5516.0,308.0,62,8,54,474.9999999999995,1928.0,1617,test_sixtyDuration_6.csv,64,3,31.078125,2.90625,194,0,,False
GBOOBD,0.05387401580810547,5431.0,223.0,48,8,40,152.0,2621.0,1287,test_sixtyFourConsistent_6.csv,64,3,63.890625,4.734375,210,0,,
GBOFRT,0.010584831237792969,5447.0,239.0,44,8,36,361.0,2535.0,1158,test_sixtyFourConsistent_6.csv,64,3,63.890625,4.734375,210,0,,
GBOPOA,0.010721921920776367,5458.0,250.0,46,8,38,347.0,2634.0,1121,test_sixtyFourConsistent_6.csv,64,3,63.890625,4.734375,210,0,,
GBOOBP,0.010510921478271484,5447.0,239.0,44,8,36,361.0,2535.0,1158,test_sixtyFourConsistent_6.csv,64,3,63.890625,4.734375,210,0,,
GPC,0.14150285720825195,3450.0,195.0,43,5,38,393.0,2493.0,1106,test_sixtyFourConsistent_6.csv,64,3,63.890625,4.734375,210,0,,
Pulse,75.2379081249237,0,0,0,0,0,0,0,0,test_sixtyFourConsistent_6.csv,64,3,63.890625,4.734375,210,0,,
VNS,302.28908586502075,5458.0,250.0,46,8,38,162.0,2634.0,1121,test_sixtyFourConsistent_6.csv,64,3,63.890625,4.734375,210,0,5458.0,
TRI,300.00616216659546,5431.0,223.0,46,8,38,313.0,2748.0,1078,test_sixtyFourConsistent_6.csv,64,3,63.890625,4.734375,210,0,,
IP,305.6311831474304,5433.0,225.0,44,8,36,479.9999999999993,2509.0,1135,test_sixtyFourConsistent_6.csv,64,3,63.890625,4.734375,210,0,,False
GBOOBD,0.01413583755493164,5447.0,239.0,54,8,46,346.0,2829.0,778,test_thirtyLocation_6.csv,64,3,58.640625,3.078125,212,0,,
GBOFRT,0.008337974548339844,5459.0,251.0,49,8,41,468.0,2754.0,748,test_thirtyLocation_6.csv,64,3,58.640625,3.078125,212,0,,
GBOPOA,0.008314132690429688,5455.0,247.0,49,8,41,550.0,2648.0,758,test_thirtyLocation_6.csv,64,3,58.640625,3.078125,212,0,,
GBOOBP,0.008323907852172852,5459.0,251.0,49,8,41,468.0,2754.0,748,test_thirtyLocation_6.csv,64,3,58.640625,3.078125,212,0,,
GPC,0.13128209114074707,4120.0,214.0,47,6,41,844.0,2368.0,622,test_thirtyLocation_6.csv,64,3,58.640625,3.078125,212,0,,
Pulse,300.13196992874146,3494.0,239.0,48,5,43,781.0,2430.0,656,test_thirtyLocation_6.csv,64,3,58.640625,3.078125,212,0,,
VNS,302.05346488952637,5473.0,265.0,53,8,45,169.0,2936.0,783,test_thirtyLocation_6.csv,64,3,58.640625,3.078125,212,0,5459.0,
TRI,300.0034749507904,5465.0,257.0,50,8,42,251.0,2816.0,734,test_thirtyLocation_6.csv,64,3,58.640625,3.078125,212,0,,
IP,305.51225686073303,5475.0,267.0,54,8,46,314.99999999999983,2940.0,747,test_thirtyLocation_6.csv,64,3,58.640625,3.078125,212,0,,False
GBOOBD,0.02558112144470215,5420.0,212.0,48,8,40,176.0,2542.0,1287,test_thirtyTwoConsistent_6.csv,64,3,59.984375,4.140625,223,0,,
GBOFRT,0.009715080261230469,5451.0,243.0,46,8,38,585.0,2563.0,1000,test_thirtyTwoConsistent_6.csv,64,3,59.984375,4.140625,223,0,,
GBOPOA,0.010385990142822266,5445.0,237.0,47,8,39,467.0,2534.0,1086,test_thirtyTwoConsistent_6.csv,64,3,59.984375,4.140625,223,0,,
GBOOBP,0.00955510139465332,5451.0,243.0,46,8,38,585.0,2563.0,1000,test_thirtyTwoConsistent_6.csv,64,3,59.984375,4.140625,223,0,,
GPC,0.13666796684265137,4745.0,188.0,44,7,37,541.0,2392.0,1187,test_thirtyTwoConsistent_6.csv,64,3,59.984375,4.140625,223,0,,
Pulse,300.0882980823517,4723.0,166.0,34,7,27,935.0,1915.0,804,test_thirtyTwoConsistent_6.csv,64,3,59.984375,4.140625,223,0,,
VNS,302.2866361141205,5452.0,244.0,47,8,39,194.0,2648.0,1027,test_thirtyTwoConsistent_6.csv,64,3,59.984375,4.140625,223,0,5451.0,
TRI,300.00351881980896,5436.0,228.0,50,8,42,361.0,2718.0,1105,test_thirtyTwoConsistent_6.csv,64,3,59.984375,4.140625,223,0,,
IP,305.49886989593506,5444.0,236.0,47,8,39,289.99999999999955,2563.0,1196,test_thirtyTwoConsistent_6.csv,64,3,59.984375,4.140625,223,0,,False
GBOOBD,0.07570600509643555,4101.0,195.0,45,6,39,517.0,2181.0,1147,test_thirtyTwoDependencies_6.csv,64,3,58.359375,2.9375,213,32,,
GBOFRT,0.006455898284912109,5387.0,179.0,41,8,33,662.0,2198.0,1021,test_thirtyTwoDependencies_6.csv,64,3,58.359375,2.9375,213,32,,
GBOPOA,0.0056111812591552734,4072.0,166.0,38,6,32,803.0,1941.0,975,test_thirtyTwoDependencies_6.csv,64,3,58.359375,2.9375,213,32,,
GBOOBP,0.006218910217285156,4087.0,181.0,40,6,34,720.0,2077.0,997,test_thirtyTwoDependencies_6.csv,64,3,58.359375,2.9375,213,32,,
GPC,0.06900310516357422,4692.0,135.0,35,7,28,859.0,1854.0,1019,test_thirtyTwoDependencies_6.csv,64,3,58.359375,2.9375,213,32,,
Pulse,300.09544587135315,5365.0,157.0,40,8,32,643.0,2124.0,1030,test_thirtyTwoDependencies_6.csv,64,3,58.359375,2.9375,213,32,,
VNS,302.011834859848,5363.0,155.0,41,8,33,445.0,2175.0,1160,test_thirtyTwoDependencies_6.csv,64,3,58.359375,2.9375,213,32,4692.0,
TRI,300.00270080566406,5393.0,185.0,41,8,33,469.0,2319.0,1035,test_thirtyTwoDependencies_6.csv,64,3,58.359375,2.9375,213,32,,
IP,305.46842789649963,4754.0,197.0,46,7,39,162.00000000000585,2416.0,1353,test_thirtyTwoDependencies_6.csv,64,3,58.359375,2.9375,213,32,,False
GBOOBD,0.0196840763092041,19586.0,56.0,43,30,13,367.0,2190.0,1175,test_thirtyTwoRequired_6.csv,64,3,58.234375,3.109375,213,0,,
GBOFRT,0.008463144302368164,19602.0,72.0,44,30,14,298.0,2324.0,1087,test_thirtyTwoRequired_6.csv,64,3,58.234375,3.109375,213,0,,
GBOPOA,0.008411884307861328,19603.0,73.0,45,30,15,266.0,2510.0,1088,test_thirtyTwoRequired_6.csv,64,3,58.234375,3.109375,213,0,,
GBOOBP,0.008471965789794922,19602.0,72.0,44,30,14,298.0,2324.0,1087,test_thirtyTwoRequired_6.csv,64,3,58.234375,3.109375,213,0,,
GPC,0.11784005165100098,11187.0,120.0,41,17,24,732.0,2152.0,984,test_thirtyTwoRequired_6.csv,64,3,58.234375,3.109375,213,0,,
Pulse,300.1462891101837,16374.0,99.0,43,25,18,505.0,2146.0,1002,test_thirtyTwoRequired_6.csv,64,3,58.234375,3.109375,213,0,,
VNS,302.69203901290894,19607.0,77.0,47,30,17,81.0,2545.0,1117,test_thirtyTwoRequired_6.csv,64,3,58.234375,3.109375,213,0,19603.0,
TRI,300.0074348449707,18296.0,68.0,43,28,15,489.0,2199.0,1097,test_thirtyTwoRequired_6.csv,64,3,58.234375,3.109375,213,0,,
IP,305.48402285575867,19010.0,131.0,51,29,22,152.00000000000045,2659.0,1146,test_thirtyTwoRequired_6.csv,64,3,58.234375,3.109375,213,0,,False
GBOOBD,0.049479007720947266,1459.0,135.0,31,4,27,1056.0,1585.0,778,test_thirtyTwoTask_6.csv,32,3,51.8125,3.0,224,0,,
GBOFRT,0.0027701854705810547,1456.0,132.0,29,4,25,1042.0,1384.0,841,test_thirtyTwoTask_6.csv,32,3,51.8125,3.0,224,0,,
GBOPOA,0.0027790069580078125,1462.0,138.0,31,4,27,841.0,1557.0,886,test_thirtyTwoTask_6.csv,32,3,51.8125,3.0,224,0,,
GBOOBP,0.002775907516479492,1456.0,132.0,29,4,25,1042.0,1384.0,841,test_thirtyTwoTask_6.csv,32,3,51.8125,3.0,224,0,,
GPC,0.02144598960876465,1449.0,125.0,28,4,24,1171.0,1285.0,800,test_thirtyTwoTask_6.csv,32,3,51.8125,3.0,224,0,,
Pulse,300.1096820831299,1464.0,140.0,32,4,28,1109.0,1658.0,960,test_thirtyTwoTask_6.csv,32,3,51.8125,3.0,224,0,,
VNS,302.27551198005676,1462.0,138.0,31,4,27,476.0,1557.0,886,test_thirtyTwoTask_6.csv,32,3,51.8125,3.0,224,0,1462.0,
TRI,300.00249195098877,1464.0,140.0,32,4,28,621.0,1658.0,855,test_thirtyTwoTask_6.csv,32,3,51.8125,3.0,224,0,,
IP,2.3366858959198,1464.0,140.0,32,4,28,885.0000000000008,1658.0,831,test_thirtyTwoTask_6.csv,32,3,51.8125,3.0,224,0,,True
GBOOBD,0.07638382911682129,5298.0,90.0,25,8,17,448.0,2474.0,626,test_threeHundredSixtyDuration_6.csv,64,3,181.75,3.21875,266,0,,
GBOFRT,0.0076160430908203125,5326.0,118.0,23,8,15,370.0,2844.0,643,test_threeHundredSixtyDuration_6.csv,64,3,181.75,3.21875,266,0,,
GBOPOA,0.007399082183837891,5323.0,115.0,24,8,16,606.0,2457.0,580,test_threeHundredSixtyDuration_6.csv,64,3,181.75,3.21875,266,0,,
GBOOBP,0.0075719356536865234,5326.0,118.0,23,8,15,370.0,2844.0,643,test_threeHundredSixtyDuration_6.csv,64,3,181.75,3.21875,266,0,,
GPC,0.06201601028442383,135.0,135.0,23,0,23,481.0,2971.0,553,test_threeHundredSixtyDuration_6.csv,64,3,181.75,3.21875,266,0,,
Pulse,300.0883629322052,3383.0,128.0,24,5,19,411.0,2895.0,624,test_threeHundredSixtyDuration_6.csv,64,3,181.75,3.21875,266,0,,
VNS,303.72349309921265,5341.0,133.0,25,8,17,283.0,2870.0,670,test_threeHundredSixtyDuration_6.csv,64,3,181.75,3.21875,266,0,5326.0,
TRI,300.00711703300476,5310.0,102.0,23,8,15,661.0,2589.0,635,test_threeHundredSixtyDuration_6.csv,64,3,181.75,3.21875,266,0,,
IP,305.4409558773041,5359.0,151.0,28,8,20,186.00000000000006,3159.0,713,test_threeHundredSixtyDuration_6.csv,64,3,181.75,3.21875,266,0,,False
GBOOBD,0.0549008846282959,5388.0,180.0,45,8,37,366.0,2413.0,1272,test_threeWindow_6.csv,64,3,60.4375,4.046875,146,0,,
GBOFRT,0.009618997573852539,5392.0,184.0,39,8,31,705.0,2168.0,1075,test_threeWindow_6.csv,64,3,60.4375,4.046875,146,0,,
GBOPOA,0.008769989013671875,5399.0,191.0,42,8,34,476.0,2286.0,1233,test_threeWindow_6.csv,64,3,60.4375,4.046875,146,0,,
GBOOBP,0.009344100952148438,5392.0,184.0,39,8,31,705.0,2168.0,1075,test_threeWindow_6.csv,64,3,60.4375,4.046875,146,0,,
GPC,0.12915682792663574,2159.0,206.0,43,3,40,427.0,2326.0,1207,test_threeWindow_6.csv,64,3,60.4375,4.046875,146,0,,
Pulse,300.1589558124542,4026.0,120.0,27,6,21,1694.0,1510.0,670,test_threeWindow_6.csv,64,3,60.4375,4.046875,146,0,,
VNS,303.46945786476135,5404.0,196.0,43,8,35,341.0,2297.0,1320,test_threeWindow_6.csv,64,3,60.4375,4.046875,146,0,5399.0,
TRI,300.00363302230835,5396.0,188.0,45,8,37,416.0,2442.0,1244,test_threeWindow_6.csv,64,3,60.4375,4.046875,146,0,,
IP,305.46354508399963,5397.0,189.0,46,8,38,521.000000000005,2398.0,1269,test_threeWindow_6.csv,64,3,60.4375,4.046875,146,0,,False
GBOOBD,0.10972309112548828,82410.0,138.0,61,32,29,174.0,2632.0,1399,test_twoFiftySixTask_6.csv,256,3,63.16015625,3.0078125,203,0,,
GBOFRT,0.06228899955749512,82465.0,193.0,59,32,27,312.0,2593.0,1265,test_twoFiftySixTask_6.csv,256,3,63.16015625,3.0078125,203,0,,
GBOPOA,0.0623631477355957,79887.0,186.0,59,31,28,272.0,2552.0,1342,test_twoFiftySixTask_6.csv,256,3,63.16015625,3.0078125,203,0,,
GBOOBP,0.06497788429260254,82465.0,193.0,59,32,27,312.0,2593.0,1265,test_twoFiftySixTask_6.csv,256,3,63.16015625,3.0078125,203,0,,
GPC,1.496636152267456,18268.0,271.0,59,7,52,287.0,2568.0,1324,test_twoFiftySixTask_6.csv,256,3,63.16015625,3.0078125,203,0,,
Pulse,300.33174896240234,23376.0,237.0,52,9,43,201.0,2542.0,1309,test_twoFiftySixTask_6.csv,256,3,63.16015625,3.0078125,203,0,,
VNS,304.0981149673462,82492.0,220.0,63,32,31,61.0,2717.0,1269,test_twoFiftySixTask_6.csv,256,3,63.16015625,3.0078125,203,0,82465.0,
TRI,300.01756596565247,41377.0,241.0,61,16,45,265.0,2506.0,1392,test_twoFiftySixTask_6.csv,256,3,63.16015625,3.0078125,203,0,,
IP,483.46058177948,15530.0,104.0,23,6,17,1294.000000000005,1226.0,783,test_twoFiftySixTask_6.csv,256,3,63.16015625,3.0078125,203,0,,False
GBOOBD,0.07368803024291992,5325.0,117.0,29,8,21,579.0,2398.0,897,test_twoHundredFortyDuration_6.csv,64,3,104.359375,2.84375,241,0,,
GBOFRT,0.007903099060058594,5355.0,147.0,29,8,21,313.0,2930.0,760,test_twoHundredFortyDuration_6.csv,64,3,104.359375,2.84375,241,0,,
GBOPOA,0.0077571868896484375,5345.0,137.0,28,8,20,378.0,2569.0,801,test_twoHundredFortyDuration_6.csv,64,3,104.359375,2.84375,241,0,,
GBOOBP,0.007892847061157227,5355.0,147.0,29,8,21,313.0,2930.0,760,test_twoHundredFortyDuration_6.csv,64,3,104.359375,2.84375,241,0,,
GPC,0.08307600021362305,2090.0,137.0,30,3,27,403.0,2750.0,804,test_twoHundredFortyDuration_6.csv,64,3,104.359375,2.84375,241,0,,
Pulse,300.1336660385132,3406.0,151.0,30,5,25,430.0,2451.0,848,test_twoHundredFortyDuration_6.csv,64,3,104.359375,2.84375,241,0,,
VNS,302.14458107948303,5374.0,166.0,33,8,25,113.0,3062.0,789,test_twoHundredFortyDuration_6.csv,64,3,104.359375,2.84375,241,0,5355.0,
TRI,300.00347995758057,5365.0,157.0,34,8,26,671.0,2405.0,808,test_twoHundredFortyDuration_6.csv,64,3,104.359375,2.84375,241,0,,
IP,305.4495620727539,5388.0,180.0,38,8,30,162.00000000000455,3030.0,933,test_twoHundredFortyDuration_6.csv,64,3,104.359375,2.84375,241,0,,False
GBOOBD,0.04357600212097168,5322.0,114.0,26,8,18,152.0,1456.0,2293,test_twoHundredFortyLocation_6.csv,64,3,64.5625,2.90625,212,0,,
GBOFRT,0.007486104965209961,5330.0,122.0,22,8,14,279.0,1353.0,2220,test_twoHundredFortyLocation_6.csv,64,3,64.5625,2.90625,212,0,,
GBOPOA,0.007125139236450195,5324.0,116.0,24,8,16,418.0,1382.0,2101,test_twoHundredFortyLocation_6.csv,64,3,64.5625,2.90625,212,0,,
GBOOBP,0.007472991943359375,5330.0,122.0,22,8,14,279.0,1353.0,2220,test_twoHundredFortyLocation_6.csv,64,3,64.5625,2.90625,212,0,,
GPC,0.06231808662414551,2733.0,129.0,24,4,20,358.0,1303.0,2174,test_twoHundredFortyLocation_6.csv,64,3,64.5625,2.90625,212,0,,
Pulse,300.07399892807007,3384.0,129.0,25,5,20,592.0,1186.0,1949,test_twoHundredFortyLocation_6.csv,64,3,64.5625,2.90625,212,0,,
VNS,302.98695397377014,5343.0,135.0,26,8,18,81.0,1574.0,2318,test_twoHundredFortyLocation_6.csv,64,3,64.5625,2.90625,212,0,5330.0,
TRI,300.00304079055786,5322.0,114.0,27,8,19,614.0,1470.0,1802,test_twoHundredFortyLocation_6.csv,64,3,64.5625,2.90625,212,0,,
IP,305.45767998695374,4738.0,181.0,32,7,25,174.0000000000107,1782.0,1976,test_twoHundredFortyLocation_6.csv,64,3,64.5625,2.90625,212,0,,False
GBOOBD,0.014201164245605469,223.0,223.0,41,0,41,409.0,2337.0,1309,test_zeroRequired_6.csv,64,3,64.421875,2.890625,216,0,,
GBOFRT,0.008738994598388672,268.0,268.0,39,0,39,510.0,2160.0,1255,test_zeroRequired_6.csv,64,3,64.421875,2.890625,216,0,,
GBOPOA,0.008730888366699219,261.0,261.0,40,0,40,508.0,2306.0,1180,test_zeroRequired_6.csv,64,3,64.421875,2.890625,216,0,,
GBOOBP,0.008743047714233398,268.0,268.0,39,0,39,510.0,2160.0,1255,test_zeroRequired_6.csv,64,3,64.421875,2.890625,216,0,,
GPC,0.10679793357849121,196.0,196.0,37,0,37,509.0,2256.0,1099,test_zeroRequired_6.csv,64,3,64.421875,2.890625,216,0,,
Pulse,300.0945680141449,205.0,205.0,36,0,36,391.0,2534.0,938,test_zeroRequired_6.csv,64,3,64.421875,2.890625,216,0,,
VNS,303.47137904167175,273.0,273.0,41,0,41,284.0,2247.0,1260,test_zeroRequired_6.csv,64,3,64.421875,2.890625,216,0,268.0,
TRI,300.00509786605835,267.0,267.0,42,0,42,573.0,2456.0,992,test_zeroRequired_6.csv,64,3,64.421875,2.890625,216,0,,
IP,305.44127798080444,294.0,294.0,47,0,47,126.00000000000139,2656.0,1350,test_zeroRequired_6.csv,64,3,64.421875,2.890625,216,0,,False
GBOOBD,0.05980706214904785,5419.0,211.0,43,8,35,426.0,2483.0,1069,test_baseline_7.csv,64,3,65.515625,3.03125,209,0,,
GBOFRT,0.008036136627197266,5439.0,231.0,41,8,33,317.0,2524.0,1087,test_baseline_7.csv,64,3,65.515625,3.03125,209,0,,
GBOPOA,0.008285045623779297,5421.0,213.0,38,8,30,692.0,2208.0,1033,test_baseline_7.csv,64,3,65.515625,3.03125,209,0,,
GBOOBP,0.00795602798461914,5439.0,231.0,41,8,33,317.0,2524.0,1087,test_baseline_7.csv,64,3,65.515625,3.03125,209,0,,
GPC,0.11393308639526367,4111.0,205.0,38,6,32,532.0,2256.0,1089,test_baseline_7.csv,64,3,65.515625,3.03125,209,0,,
Pulse,300.07918405532837,4789.0,232.0,44,7,37,518.0,2576.0,1049,test_baseline_7.csv,64,3,65.515625,3.03125,209,0,,
VNS,302.5512909889221,5444.0,236.0,44,8,36,70.0,2665.0,1130,test_baseline_7.csv,64,3,65.515625,3.03125,209,0,5439.0,
TRI,300.00494503974915,5435.0,227.0,42,8,34,416.0,2429.0,1131,test_baseline_7.csv,64,3,65.515625,3.03125,209,0,,
IP,307.2349090576172,5471.0,263.0,46,8,38,139.99999999999721,2693.0,1244,test_baseline_7.csv,64,3,65.515625,3.03125,209,0,,False
GBOOBD,0.06353998184204102,5502.0,294.0,61,8,53,1028.0,3235.0,1482,test_fiveDay_7.csv,64,5,55.6875,4.3125,211,0,,
GBOFRT,0.009294986724853516,5502.0,294.0,60,8,52,1026.0,3283.0,1553,test_fiveDay_7.csv,64,5,55.6875,4.3125,211,0,,
GBOPOA,0.008806943893432617,5506.0,298.0,60,8,52,935.0,3241.0,1463,test_fiveDay_7.csv,64,5,55.6875,4.3125,211,0,,
GBOOBP,0.009238958358764648,5502.0,294.0,60,8,52,1026.0,3283.0,1553,test_fiveDay_7.csv,64,5,55.6875,4.3125,211,0,,
GPC,0.15734505653381348,4832.0,275.0,57,7,50,1446.0,2941.0,1464,test_fiveDay_7.csv,64,5,55.6875,4.3125,211,0,,
Pulse,300.1599991321564,5499.0,291.0,62,8,54,859.0,3351.0,1569,test_fiveDay_7.csv,64,5,55.6875,4.3125,211,0,,
VNS,303.5726978778839,5508.0,300.0,61,8,53,462.0,3299.0,1464,test_fiveDay_7.csv,64,5,55.6875,4.3125,211,0,5506.0,
TRI,300.0071270465851,5512.0,304.0,62,8,54,924.0,3381.0,1518,test_fiveDay_7.csv,64,5,55.6875,4.3125,211,0,,
IP,309.0806040763855,5516.0,308.0,63,8,55,1248.0000000000082,3467.0,1647,test_fiveDay_7.csv,64,5,55.6875,4.3125,211,0,,False
GBOOBD,0.023036956787109375,5269.0,61.0,20,8,12,121.0,758.0,523,test_oneDay_7.csv,64,1,57.265625,1.59375,202,0,,
GBOFRT,0.008024215698242188,5285.0,77.0,19,8,11,194.0,788.0,420,test_oneDay_7.csv,64,1,57.265625,1.59375,202,0,,
GBOPOA,0.008051872253417969,5281.0,73.0,19,8,11,146.0,836.0,420,test_oneDay_7.csv,64,1,57.265625,1.59375,202,0,,
GBOOBP,0.008014917373657227,5285.0,77.0,19,8,11,194.0,788.0,420,test_oneDay_7.csv,64,1,57.265625,1.59375,202,0,,
GPC,0.058960914611816406,3975.0,69.0,18,6,12,56.0,860.0,508,test_oneDay_7.csv,64,1,57.265625,1.59375,202,0,,
Pulse,300.11526799201965,4616.0,59.0,19,7,12,67.0,949.0,411,test_oneDay_7.csv,64,1,57.265625,1.59375,202,0,,
VNS,303.5706808567047,5293.0,85.0,21,8,13,55.0,876.0,447,test_oneDay_7.csv,64,1,57.265625,1.59375,202,0,5285.0,
TRI,300.00819206237793,4635.0,78.0,20,7,13,158.0,713.0,531,test_oneDay_7.csv,64,1,57.265625,1.59375,202,0,,
IP,301.9795229434967,3345.0,90.0,19,5,14,18.000000000000455,882.0,497,test_oneDay_7.csv,64,1,57.265625,1.59375,202,0,,False
GBOOBD,0.06175994873046875,53963.0,1955.0,46,8,38,530.0,2129.0,1272,test_oneHundredPriority_7.csv,64,3,57.171875,3.203125,210,0,,
GBOFRT,0.008475065231323242,54188.0,2180.0,41,8,33,545.0,2228.0,1140,test_oneHundredPriority_7.csv,64,3,57.171875,3.203125,210,0,,
GBOPOA,0.009607076644897461,54567.0,2559.0,45,8,37,405.0,2437.0,1212,test_oneHundredPriority_7.csv,64,3,57.171875,3.203125,210,0,,
GBOOBP,0.00842905044555664,54188.0,2180.0,41,8,33,545.0,2228.0,1140,test_oneHundredPriority_7.csv,64,3,57.171875,3.203125,210,0,,
GPC,0.13053393363952637,41098.0,2092.0,44,6,38,429.0,2477.0,1192,test_oneHundredPriority_7.csv,64,3,57.171875,3.203125,210,0,,
Pulse,300.09520983695984,53747.0,1739.0,42,8,34,603.0,2077.0,1013,test_oneHundredPriority_7.csv,64,3,57.171875,3.203125,210,0,,
VNS,301.2669949531555,54567.0,2559.0,45,8,37,374.0,2437.0,1212,test_oneHundredPriority_7.csv,64,3,57.171875,3.203125,210,0,54567.0,
TRI,300.00808477401733,54438.0,2430.0,49,8,41,386.0,2561.0,1178,test_oneHundredPriority_7.csv,64,3,57.171875,3.203125,210,0,,
IP,305.47102189064026,54736.0,2728.0,50,8,42,153.0000000000059,2661.0,1382,test_oneHundredPriority_7.csv,64,3,57.171875,3.203125,210,0,,False
GBOOBD,0.02617502212524414,5361.0,153.0,35,8,27,462.0,1984.0,1582,test_oneHundredTwentyLocation_7.csv,64,3,64.40625,3.109375,205,0,,
GBOFRT,0.008679866790771484,5395.0,187.0,32,8,24,478.0,1849.0,1655,test_oneHundredTwentyLocation_7.csv,64,3,64.40625,3.109375,205,0,,
GBOPOA,0.008476018905639648,5388.0,180.0,35,8,27,459.0,1741.0,1830,test_oneHundredTwentyLocation_7.csv,64,3,64.40625,3.109375,205,0,,
GBOOBP,0.009597063064575195,5395.0,187.0,32,8,24,478.0,1849.0,1655,test_oneHundredTwentyLocation_7.csv,64,3,64.40625,3.109375,205,0,,
GPC,0.10509204864501953,4704.0,147.0,35,7,28,477.0,1931.0,1733,test_oneHundredTwentyLocation_7.csv,64,3,64.40625,3.109375,205,0,,
Pulse,300.13844180107117,3359.0,104.0,19,5,14,1392.0,926.0,1078,test_oneHundredTwentyLocation_7.csv,64,3,64.40625,3.109375,205,0,,
VNS,302.2104139328003,5402.0,194.0,35,8,27,159.0,2043.0,1701,test_oneHundredTwentyLocation_7.csv,64,3,64.40625,3.109375,205,0,5395.0,
TRI,300.0058710575104,5374.0,166.0,35,8,27,541.0,1925.0,1531,test_oneHundredTwentyLocation_7.csv,64,3,64.40625,3.109375,205,0,,
IP,305.58432698249817,5425.0,217.0,40,8,32,310.00000000000136,2140.0,1656,test_oneHundredTwentyLocation_7.csv,64,3,64.40625,3.109375,205,0,,False
GBOOBD,0.06722593307495117,566.0,38.0,46,8,38,395.0,2443.0,1222,test_onePriority_7.csv,64,3,59.203125,2.875,206,0,,
GBOFRT,0.008559942245483398,566.0,38.0,46,8,38,395.0,2443.0,1222,test_onePriority_7.csv,64,3,59.203125,2.875,206,0,,
GBOPOA,0.007693052291870117,563.0,35.0,43,8,35,644.0,2134.0,1135,test_onePriority_7.csv,64,3,59.203125,2.875,206,0,,
GBOOBP,0.008561134338378906,566.0,38.0,46,8,38,395.0,2443.0,1222,test_onePriority_7.csv,64,3,59.203125,2.875,206,0,,
GPC,0.12638306617736816,497.0,35.0,42,7,35,528.0,2225.0,1073,test_onePriority_7.csv,64,3,59.203125,2.875,206,0,,
Pulse,300.1669671535492,564.0,36.0,44,8,36,343.0,2531.0,1041,test_onePriority_7.csv,64,3,59.203125,2.875,206,0,,
VNS,302.54065799713135,569.0,41.0,49,8,41,72.0,2571.0,1323,test_onePriority_7.csv,64,3,59.203125,2.875,206,0,566.0,
TRI,300.007276058197,566.0,38.0,46,8,38,384.0,2526.0,1136,test_onePriority_7.csv,64,3,59.203125,2.875,206,0,,
IP,305.5712740421295,570.0,42.0,50,8,42,354.0000000000018,2567.0,1206,test_onePriority_7.csv,64,3,59.203125,2.875,206,0,,False
